プロフィール,このお店、素敵ですよね♪ものづくりカフェっていうんです。小物をつくりながらお茶を楽しめるんですよっ。
,お仕事の合間に、たったひとつの手づくりを、大切な人のために…♪
ホーム,ハンドメイドならではのあたたかさって、あると思うんです♪
,どれだけ凝るかより…どれだけ気持ちがこもっているか、ですよね
,未央ちゃん、こわがらないで。ここってときは、思い切って…ね？
,すみませーん。もう少しだけ、淡い色のチャーム、ありませんか？
,…未央ちゃん、気になります？わかります。私も…ふふっ
,いたずらしたらダーメ。あーあ、ほら、曲がっちゃいました…。ふふっ♪
,はい、このネックレスも、もちろん自作ですっ。よく気づきましたね
,ほ、ほめないでください～。今日は先生だから、上手なのは当たり前で…
ホーム(親愛度MAX),ひとつひとつ素材を、ていねいに。これは私も学ばせてもらったことです
,○○さん用のは…えーと…私がつくろうかな
,今日はふたりで、未央ちゃんを見守りましょう。ほほえましいですよね
,○○さんも作りますか？じゃあ隣に座ってくださいね
ルーム,藍子のものづくり教室、はじめまーす♪
,ひとりひとり、しっかり教えてあげますね
,ほらこれ、素晴らしい香りのポプリです！
,競争の激しい世界だからこそ…私がここで支えになれたらって
,藍子にオーダー、承りましたっ♪ここを特別な部屋にしちゃいますね
,特製ハーブティ、持っていきますね♪ほんのり甘くて、苦くないんです
,リクエストですか？子守唄とかでよければ、お昼寝のお供に
,きゃっ、もう、アクセサリーが落ちちゃいますからっ
ルーム(親愛度MAX),コルクにコットン♪○○さんが、安らげる空間に…
,オーガニックな軽食、いつでも○○さんにあげたいな
,しーっ、○○さんとのホットラインはこっそりと…ね？
,○○さん、今のは手づくりというより、手さぐりじゃ…
LIVE前,幸せの欠片、一緒に見つけましょう
,幕が開きますよ。さあ目を開けて
特技発動時,パシャリ
,もっと、にっこり
,希望の芽生えです
LIVEクリア,みなさーん、手のひらの幸せ、持って帰ってください
,友情の木、少し大きくなりました
親愛度演出(100),ほらっ、私たちの手づくりアクセサリー、あんなに喜んでくれてますよ！○○さんに相談して配って、よかったです
親愛度演出(200),私、たまに思うんです。アイドルユニットとアクセサリーは似てるなって。ひとつひとつは違っても、手と手をつないで、ひとつになるんです。
,つなぎ目がなめらかかどうかは、つくる人次第で。○○さんはいつもとてもうまく、つなぎ合わせてくれますよね。
,たまには私たちを身につけてみたら、どうでしょう？みんなで○○さんを囲みますよ。みんな集まって……そーれっ、ふふふっ♪
プロフィール,みなさんがどれだけ微笑んでくれるかは私次第ですよねっ。とびっきりの笑顔を撮れるよう、成長しなくちゃ。
,今日はトイカメラの代わりに、アイドルのファインダーで…ほら、笑って！
ホーム,こんな素敵な景色を見られるのは、きっとアイドルだけですね♪
,春のお日様みたく、やわらかい照明…。みんな、ぽかぽかですね
,楽しんでくれて、ありがとうございます。はい「パシャリ！」
,今は…この花道が、一番お気に入りの散歩コースですよっ
,ふんわり縫ったスカートの手ざわり、感じてくださいねっ
,はい、カメラ型のネックレスです♪路地裏の雑貨店で見つけましたっ
,ちょっと華やかな森っぽく…。そんなドレス、仕立ててもらいました
,あくびがこぼれたら…そーっと手を当ててもらえると…。ふふっ♪
ホーム(親愛度MAX),○○さんは、どこかなー？あっ、あそこ？
,なぜでしょう。○○さんの笑顔は、いつもやさしくて…
,○○さんに、ちょこんってされると、ちょっぴり幸せに
,撮りっこしましょうか、○○さん。せーの、パシャ♪
ルーム,ひまわり一輪、大きく咲きました♪
,枯れちゃった植物も、いまの私なら元気にできますっ
,森の清流みたいなアイドルに、なりたいなぁ
,大きな恵みをあげたいんです。仲間のみんなにも、ファンにも
,手を握ってもいいですか？健康のおまじないですよ♪
,わ、私、ねこさん代わりですか？ちょっと新鮮…かも
,ふふっ、ステージのあたたかさが、まだ残っていて…
,はい、おかげさまで、すくすく育ってます♪
ルーム(親愛度MAX),地味だけの私じゃ、○○さんの望み、叶えられないから
,毎日が、○○さんと作る、パッチワークみたいです♪
,ふれあいって…とっても自然なことですよね。だから、笑顔になれて…
,○○さん。ツーショット…自撮りで、どうですか？
親愛度演出(400),LIVE成功記念♪○○さんのベストショット、いただきましたっ。思い出の1枚を、もっと増やしていきましょう。
親愛度演出(),同じ思い出、たくさん重ねてきましたね。でもプロデューサーさんのアルバムと私のアルバムは、少しだけ違うんですよ。
,だって私の思い出には、いつも、○○さんが写ってますから。だから私の方が、ちょっとだけ素敵なんです。
,あ、でも、そうするとプロデューサーさんの思い出には私が……。えっと、その写真は誰にもあげちゃダメですからね。ふふっ♪
