プロフィール,『私はカレーなる天使タカモリエル。人の子らよ…カレーの味を巡って争うなど、哀しいことは止めてください。さぁ、この天国のスパイスの香りで、目を覚ますのです…！』
ホーム,『想いは未来を変えるもの。きっと、より良き未来へと…』
,『私はカレーなる天使…タカモリエルです』…って、お芝居ですからね？
,『カツ、チキン、ビーフ…具材は違えど、みな美味しいカレーなのです』
,『ミオ皇帝、アカネ大王。ともにカレーを食べ、手を取りあいましょう』
,綺麗な草原のロケ地ですね。あとでゆっくり、お散歩してみたいな…
,本当はふたりとも、好き嫌いは無いですから。争いなんて起きないです♪
,『天国の庭でとれたスパイスで、貴方の心を天国へといざないましょう』
,スパイスの小物、よく出来てますよね…齧ったら、どんな味がするかな？
ホーム(親愛度MAX),○○さんも、私のカレーで平和な心になってください♪
,○○さんと手を取りあって…空の散歩に行きましょう♪
,天使タカモリエルは、主の○○様の命に従います…♪
,に、似合うだなんて、そんな…。私、天使じゃなくて、アイドルですよっ
ルーム,リラックスに効果的なスパイスもあるんですよ。一緒に癒されましょう♪
,森ガールって、時々言われますけど。今日はスパイスなガール…かな？
,ふぅ、はぁ…。あ、茜ちゃんのトレーニング、今日も激しくって…ぱたっ
,『私は天使タカモリエル。事務所の平和を護る者…』…な、なーんてっ
,この羽で、本当に飛べたら…空のお散歩に、行ってみたいですね♪
,えっ？タカモリエルの必殺技…ですか？えーと…『ゆるふわクミン』…！
,真っ白で、綺麗な衣装ですよね。カレーを食べるとき、気をつけないと…
,ふんわりで、可愛い羽…それに、ぱたぱたって、ちゃんと動くんですよ♪
ルーム(親愛度MAX),カレーじゃなく、○○さんを巡る争いになったら、私…
,○○さんだけの天使になれたら…いいな
,本当の天使みたいに、○○さんを癒せたら…
,ちゃんと捉まえていてくださいね？私がふわふわ飛んでいかないように…
LIVE前,素敵なスパイスを混ぜてぐ～るぐる♪
,ここが、皆の願いを叶えるパラダイスです
特技発動時,はい、チーズ♪
,サイコーです！
,Let's get the chance
LIVEクリア,最高のポジティブ届けられました
,楽しくて美味しい時間、出来上がりましたね
親愛度演出(50),『私はカレーなる天使、タカモリエル』……うぅん……やっぱり、ちょっと恥ずかしいですね……。練習に付き合ってください、○○さんっ。
親愛度演出(100),『ありがとうございます……争いを止めてくれて。カレーの具に優劣なきこと、わかっていただけたのですね……』……ふふっ、良かったぁ……。
,未央ちゃんも茜ちゃんも仲良しですし、本当は喧嘩なんかしませんけど。たとえお芝居だって、争うより、仲良しなほうがいいですもんね♪
,それに仲を深めるには、同じ時間を過ごすのが一番です！さぁ○○さん、この天使タカモリエルと一緒にカレーを食べて、もっと仲を深めましょう♪
プロフィール,『わぁっ♪魔法のスパイスで、カレーがもっと美味しくなっちゃいました♪ありがとう、妖精さんたち！ポジパカレー、好評発売中です♪』…ふぅっ…今度は時間、大丈夫でしたか？
ホーム,『わぁ、カレーがキラキラしてます♪妖精さんのスパイス、すごいなぁ』
,『調子はそこそこ？ならこのカレーで、元気いっぱいになりましょうっ』
,『ポジパカレー、好評発売中です♪』…ふふっ、本当に美味しいんですよ
,『カレーの妖精使い・スローライフ藍子が、美味しい時間を届けます♪』
,ふふっ♪茜ちゃんと未央ちゃん、妖精さんになっても元気いっぱいですね
,CMの撮影だから、もっと時間を意識した方が？む、難しいですね…
,美味しそうな匂いにつられて、森の動物さんたちも出てきてくれるかも？
,森の綺麗な空気の中で作ると、より美味しいカレーになりそうですよね♪
ホーム(親愛度MAX),○○さんのためになら、どんなカレーだって作ります♪
,○○さんの、妖精さん姿…とっても可愛いんだろうなぁ
,○○さんも、味見しますか？うふふ、はい…あーん♪
,お散歩のおさそいですか？もちろん、喜んで♪あっ、妖精さんも一緒に！
ルーム,あま～いコーンをトッピングすれば、もっと美味しいカレーになりますよ
,カレーで熱くなった後は…デザートに、アイスクリームを食べましょう♪
,スローライフでも、チャンスは逃さずにいきたいですよね
,ヴァルキュリアに、天使に、妖精使い…いろんな私に挑戦しちゃいます♪
,カレーのお鍋を見守るの、好きなんです。煮えるまで、ゆったりできて…
,エプロンだと、お料理したい気分になりますね。丁寧に、時間をかけて…
,ユニットって、素敵です。個性というスパイスを、持ち寄ったみたいで…
,あっ、今つまみあげるのは…。カレーが出来るまで、待ってくださいね？
ルーム(親愛度MAX),ピンチの時は、カレーの妖精使いがお助けです♪いつでも呼んで下さいね
,○○さんの食卓にも、笑顔とカレーをお届けします♪
,○○さんに、ハートをかき混ぜられちゃいそう…
,○○さんにも、スパイスの魔法をかけちゃいますよ♪
親愛度演出(200),えっと、映像になった時は、このへんに未央ちゃんの妖精さんが、そのへんに茜ちゃんの妖精さんが浮かんでるんですよね？ふふっ、可愛いんだろうなぁ……♪
親愛度演出(300),……ふぅ～。撮影、どうにか成功できました。今回は、未央ちゃんと茜ちゃんは別の場所の撮影でしたからちょっとだけ不安だったんです。
,でも、台本を読んで……妖精さんになったふたりがどんなふうにはしゃぐのかなって、想像したら。自然と笑顔になれて、身体もちゃんと動いたんですよ。
,まるで本当に、妖精さんたちとお友達になった気持ちでした♪きっと未央ちゃんと茜ちゃんも、妖精使いになった私のことを想像してくれてますよね。○○さん♪
