コメント,○○さん、夏の日差しが…眩しいですね。この日差しの眩しさで、私の水着姿も隠されてしまったらいいのに…なんて。ここまできたら、もう、逃げられませんね。覚悟、決めますっ
マイスタジオ,見られてると…アツい…ですっ
,元気が有り余ってますね!
,まだ準備運動もしてないのに…
,茜ちゃん未央ちゃん、待って、お願いだから、上着は返して～っ
お仕事,輝く季節…来ましたねっ!
,みんなで、盛り上がりましょう!
,茜ちゃんも未央ちゃんも…水着のお仕事、似合うなぁっ
,濡れても、すぐ乾きますよね?
お仕事（親愛度UP）,あのっ…○○さん、あんまり見つめないでくださいっ
LIVEバトル,もうっ!仕返しですっ♪
親愛度MAX,あぅ、びしょ濡れです～。どうせ泳ぐんだから平気って?じゃあ…○○さんにも、かけちゃいますっ!えいっ!ふふっ!
マイスタジオ（親愛度MAX）,大きな入道雲!○○さん、少しビーチを散歩しませんか
お仕事（親愛度MAX）,水着のお仕事で、ファンのみなさんを癒やせるなら、私…やります!
コメント,みなさーん!今日は私たちが歌って踊って、みなさんに忘れられない思い出、作っちゃいますから!ここは学校だけど…今日は思いきり騒いでくださいねっ!青春のメドレー、スタートですっ♪
マイスタジオ,見られてると…アツい…ですっ
,元気が有り余ってますね!
,茜ちゃんと未央ちゃんはポジティブですよね。じゃあ私…パッション?
,お互いのいい部分引き出そうね
お仕事,輝く季節…来ましたねっ!
,みんなで、盛り上がりましょう!
,先生、藍子にご指導、お願いしますっ。…ふふ、変でしたか
,青春とは、振り向かないこと!
お仕事（親愛度UP）,○○さんとみんなと一緒で、だから楽しいのかな…♪
LIVEバトル,一瞬の光、瞬きますっ
親愛度MAX,ステージから見えたみんなの顔が、キラキラで眩しくって…。○○さん、私も負けないくらい、もっと輝き続けたいですっ!
マイスタジオ（親愛度MAX）,ふふっ、○○さんも、学生時代を思い出しますか♪
お仕事（親愛度MAX）,○○さんとする、このお仕事も…私の大切な青春です!
思い出エピソード前編,プロデューサーさん、おつかれさまです。毎日暑いですねっ。蝉しぐれがシャワーのように降り注いで、とても夏らしい季節ですよね。
,散歩をするのは楽しいんですけど……さすがにちょっとこの熱気では、厳しいですね。熱中症や紫外線対策も大変で。
,やはりこういう季節には、涼しい高原の避暑地で、木漏れ日の中をゆっくり散策とか……そんなお仕事があったらなぁ。
,え……ビーチのお仕事があるんですか?まぁ、どちらもリゾートには変わりはないですけど……。そう……海、ですか。
,い、いえ、海が嫌いなわけではなくって……アイドルが海でする仕事というと……やっぱり、アレですよね?つまり……水着撮影?
,その、私、あんまりプロポーションには自信がなくて……。でも……ファンのみなさんとプロデューサーさんが、どうしてもと言うのなら……。
,そ、そうだ……!こういうときこそ、みんなの力を借りようと思います。未央ちゃんや茜ちゃんに相談してみますねっ!
思い出エピソード後編,えっと……準備ですか?あ、はいできましたけど……あのぅ……やっぱり、水着姿は……あんまり見ないでもらえませんか……?
,アイドルをする上で水着撮影は避けては通れない道だと、覚悟はしてたんですが……やっぱり、その……恥ずかしくて。
,……あっ、茜ちゃん!?あ、ちょっと、あっ、未央ちゃんも!?あ、ちょっと、待ってください、うぅ、脱ぎます、うう、脱ぎますから～っ!
,うぅ……お、お恥ずかしいです～。その、アイドルになったといっても、私はアイドルっぽくない身体つきなのは分かってますから～。
,でも、茜ちゃんも未央ちゃんも、すごいです。前の日からワイワイと、着ていく水着を選んだり、遊ぶ計画を立てたりしてっ。
,私もみんなみたいに、もっと積極的に夏を楽しんだほうがいいんでしょうか……?夏は心を解放的にするとも言いますしっ。
,それに……せっかく、プロデューサーさんと海に来ているんですものね。考えてみれば、これって貴重な体験ですよねっ。ふふっ♪
登場時,
,はい、未央ちゃん♪お日様パワーで、元気に歌いましょうねっ
LIVE開始,
,
勝利,
,ふふ、休憩も大事ですよ。冷たいドリンク、一緒に飲みましょうね♪
引き分け,茜ちゃんがいれば、ステージは真夏の陽気♪心も熱々ですね
,
敗北,
